symbol,year,accountsPayable,accountsReceivables,accruedLiability,accumulatedDepreciation,cashEquivalents,cashShortTermInvestments,commonStock,currentAssets,currentLiabilities,currentPortionLongTermDebt,deferredIncomeTax,goodwill,intangiblesAssets,inventory,liabilitiesShareholdersEquity,longTermDebt,longTermInvestments,otherCurrentAssets,otherCurrentliabilities,otherEquity,otherLiabilities,otherLongTermAssets,otherReceivables,period,propertyPlantEquipment,retainedEarnings,sharesOutstanding,shortTermDebt,shortTermInvestments,tangibleBookValueperShare,totalAssets,totalDebt,totalEquity,totalLiabilities,totalLongTermDebt,totalReceivables,treasuryStock
CL,2019,1237,1440,1886,-4830,883,906,1466,4179,4038,254,507,3508,2667,1400,15034,7333,50,433,401,-4275,2598,880,0,2019-12-31,3750,22501,854.70178,260,23,-7.08785,15034,7847,117,14917,7333,1440,-22063
CL,2018,1222,1400,1687,-4455,726,736,1466,3793,3341,0,235,2530,1637,1250,12161,6354,46,407,420,-4191,2034,274,0,2018-12-31,3881,21615,862.91279,12,10,-4.9472,12161,6366,-102,12263,6354,1400,-21196
CL,2017,1212,1480,1811,-4388,1535,1549,1466,4639,3408,0,204,2218,1341,1221,12676,6566,42,389,374,-3860,2255,364,0,2017-12-31,4072,20531,874.70112,11,14,-4.13741,12676,6577,-60,12736,6566,1480,-20181
CL,2016,1124,1411,1723,-4102,1315,1338,1466,4338,3305,0,246,2107,1313,1171,12123,6520,38,418,445,-4187,2035,487,0,2016-12-31,3840,19922,883.10896,13,23,-4.14785,12123,6533,-243,12366,6520,1411,-19135
CL,2015,1110,1427,1840,-4263,970,1031,1466,4384,3534,298,233,2103,1346,1180,11935,6246,34,746,282,-3962,1966,272,0,2015-12-31,3796,18861,892.73852,4,61,-4.19832,11935,6548,-299,12234,6246,1427,-18102
CL,2014,1231,1552,1912,-4305,1089,1331,1466,4863,3946,488,261,2307,1413,1382,13459,5644,31,598,299,-3527,2223,765,0,2014-12-31,4080,18832,907,16,242,-2.839,13459,6148,1145,12314,5644,1552,-16862
CL,2013,1343,1636,1969,-4247,962,1135,1466,4822,4470,895,444,2474,1496,1425,13876,4749,645,626,250,-2484,1677,356,0,2013-12-31,4083,17952,920,13,173,-1.8098,13876,5657,2305,11571,4749,1636,-15633
CL,2012,1290,1668,1878,-3979,884,1000,733,4556,3736,250,293,2500,1499,1365,13394,4926,25,523,264,-2662,2049,972,0,2012-12-31,3842,16953,936,54,116,-1.9338,13394,5230,2189,11205,4926,1668,-14386
CL,2011,1244,1675,1694,-3656,878,950,733,4402,3716,346,252,2657,1341,1327,12724,4430,20,450,398,-2535,1785,636,0,2011-12-31,3668,15649,960,34,72,-1.6906,12724,4810,2375,10349,4430,1675,-12808
CL,2010,1165,1610,1670,-3467,490,564,733,3730,3728,561,108,2362,831,1222,11172,2815,17,334,284,-2214,1704,539,0,2010-12-31,3693,14329,990,48,74,-0.5232,11172,3424,2675,8497,2815,1610,-11305
CL,2009,1172,1626,1670,-3184,600,641,733,3810,3599,326,82,2302,821,1209,11134,2821,15,334,396,-2229,1375,670,0,2009-12-31,3516,13157,988,35,41,-0.1781,11134,3182,3116,8018,2821,1626,-10478
CL,2008,1061,1592,1349,-2818,555,567,733,3710,2953,91,82,2152,834,1197,9979,3585,,354,345,-2664,1316,164,0,2008-12-31,3120,11760,1003,107,12,-1.2403,9979,3784,1922,8057,3585,1592,-9697
CL,2007,1067,1681,1531,-3123,429,451,733,3619,3163,138,264,2272,845,1171,10112,3222,,316,271,-1886,1067,362,0,2007-12-31,3015,10628,1018,156,23,-1.0098,10112,3516,2286,7826,3222,1681,-8904
CL,2006,1040,1523,1317,-2999,490,501,733,3301,3469,777,310,2082,831,1008,9138,2720,,268,162,-2333,1116,228,0,2006-12-31,2696,9644,1025,174,12,-1.6829,9138,3671,1411,7727,2720,1523,-8074
CL,2005,876,1309,1123,-2803,341,351,733,2757,2743,357,555,1846,783,856,8507,2918,,241,216,-2088,838,577,0,2005-12-31,2544,8968,1032,172,10,-1.4855,8507,3446,1350,7157,2918,1309,-7581
CL,2004,864,1320,1128,-2804,320,320,733,2740,2731,451,510,1892,832,846,8673,3090,,255,153,-2114,882,561,0,2004-12-31,2648,8224,1053,134,,-1.6648,8673,3675,1245,7428,3090,1320,-6965
CL,2003,754,1222,1090,-2527,265,265,733,2497,2445,314,456,1299,598,718,7479,2685,,291,184,-2198,791,543,0,2003-12-31,2542,7433,1067,104,,-1.2212,7479,3103,887,6592,2685,1222,-6500
CL,2002,728,1145,906,-2166,168,168,733,2228,2149,299,489,1183,609,672,7087,3211,,243,122,-2206,680,577,0,2002-12-31,2491,6519,1072,95,,-1.6455,7087,3604,350,6737,3211,1145,-6152
CL,2001,678,1125,823,-1895,173,173,733,2203,2124,326,481,1904,,677,6985,2812,,229,195,-1837,518,364,0,2001-12-31,2514,5644,1101,102,,-1.2707,6985,3239,846,6138,2812,1125,-5204
CL,2000,739,1195,900,-1759,207,213,733,2347,2244,320,447,2096,,687,7252,2537,,253,164,-1614,439,280,0,2000-12-31,2528,4894,1133,121,6,-0.8667,7252,2978,1468,5784,2537,1195,-4043
CL,1999,765,1101,846,-1615,200,235,733,2355,2274,339,399,2185,,784,7423,2243,,235,117,-1485,448,332,0,1999-12-31,2551,4212,1158,207,36,-0.62,7423,2790,1834,5589,2243,1101,-3056
CL,1998,726,1086,857,-1538,182,195,366,2245,2114,282,448,2524,,746,7685,2301,,219,74,-1155,506,327,0,1998-12-31,2589,3641,1171,175,13,-0.696,7685,2758,2086,5600,2301,1086,-2334
CL,1997,717,1037,839,-1357,183,205,366,2197,1960,178,285,2585,,728,7539,2340,,225,67,-1058,549,316,0,1997-12-31,2441,3138,1182,158,22,-0.6701,7539,2677,2179,5360,2340,1037,-1680
CL,1996,752,1064,777,-1402,248,308,183,2372,1904,110,234,2720,,771,7902,2787,,229,93,-906,710,380,0,1996-12-31,2429,2731,1177,172,60,-0.9167,7902,3070,2034,5867,2787,1064,-1469
CL,1995,739,1117,696,-1444,209,257,183,2360,1753,37,237,2742,,775,7642,2992,,212,77,-891,766,385,0,1995-12-31,2155,2392,1167,204,48,-1.2554,7642,3233,1680,5963,2992,1117,-1442
CL,1994,695,1050,541,-1115,170,218,183,2178,1529,26,295,1672,,714,6142,1752,,197,85,-823,743,305,0,1994-12-31,1988,2497,1155,182,48,-0.2225,6142,1959,1823,4320,1752,1050,-1462
CL,1993,599,988,550,-1054,144,211,183,2070,1394,16,266,1589,,678,5761,1532,,193,59,-763,694,336,0,1993-12-31,1766,2163,1194,169,67,-0.1072,5761,1717,1875,3886,1532,988,-1124
CL,1992,563,877,571,-986,118,221,183,1995,1360,59,171,1431,,696,5434,947,,203,34,-705,337,412,0,1992-12-31,1597,2205,1284,132,103,0.6005,5434,1138,2620,2814,947,877,-467
CL,1991,535,744,513,-966,169,245,172,1858,1262,69,211,827,,676,4511,851,,192,7,-619,321,431,0,1991-12-31,1395,1929,987,137,77,0.6261,4511,1057,1866,2644,851,744,-448
CL,1990,540,666,450,-762,166,276,171,1813,1297,135,262,561,,692,4158,1068,,178,33,-608,167,422,0,1990-12-31,1362,1961,1066,139,110,0.3565,4158,1342,1364,2794,1068,666,-707
CL,1989,458,601,365,-623,398,524,85,1897,989,55,224,0,,591,3536,1059,,181,55,-642,141,534,0,1989-12-31,1105,1778,1070,57,126,0.6542,3536,1171,1123,2413,1059,601,-699
CL,1988,490,589,362,-615,241,366,84,1783,1072,21,183,413,,630,3218,674,,198,114,-225,138,0,0,1988-12-31,1022,1615,1105,84,124,0.6561,3218,780,1151,2067,674,589,-475
CL,1987,497,723,495,-765,52,98,84,1716,1277,25,127,309,,753,3228,694,,142,68,-185,189,0,0,1987-12-31,1202,1380,1098,192,46,0.5638,3228,911,941,2287,694,723,-477
CL,1986,414,553,427,-651,165,165,83,1484,1056,26,141,0,,637,2846,522,,129,59,-256,148,248,0,1986-12-31,1114,1424,1120,130,0,0.8634,2846,678,980,1866,522,553,-406
CL,1985,349,544,374,-675,39,259,83,1654,1136,31,105,0,,616,2814,529,,234,46,-274,137,182,0,1985-12-31,978,1342,1131,336,220,0.7905,2814,896,907,1907,529,544,-371
CL,1984,307,523,317,-673,23,352,83,1623,816,22,80,0,,677,2568,282,,71,51,-307,158,131,0,1984-12-31,815,1334,1328,119,329,0.9179,2568,423,1232,1336,282,523,0
CL,1983,300,524,332,-601,13,526,82,1804,827,25,115,0,,676,2664,293,,76,88,-225,88,99,0,1983-12-31,761,1363,1312,81,513,1.013,2664,399,1342,1322,293,524,0
CTVA,2019,3702,4396,4434,-3326,1764,1769,7,13519,8238,5,920,10229,11424,5032,42397,110,66,1190,95,-3270,8569,2058,1132,2019-12-31,5101,-425,748.577,2,5,3.54807,42397,122,24309,18088,115,5528,
CTVA,2018,3798,3843,4005,-2796,2270,2275,0,22972,13310,288,1480,10193,12055,5310,108683,5717,138,10127,3353,74660,12956,58781,1417,2018-12-31,4544,0,748.577,1866,5,70.01551,108683,7938,74660,34023,5784,5260,
CVS,2019,30972,17236,13656,-16890,5683,8056,45972,50302,53303,3781,7294,79749,33121,17516,222449,63918,17314,5113,4894,245,32983,9059,2381,2019-12-31,32904,45108,1302,0,2373,-37.63902,222449,68480,63864,158585,64699,19617,-28235
CVS,2018,26437,17631,10711,-15520,4059,6581,45440,45243,44009,1265,7677,78678,36524,16450,196456,71444,15732,4581,4876,5,14783,8930,0,2018-12-31,11349,40911,1295,720,2522,-43.99768,196456,73429,58225,138231,71444,17631,-28228
CVS,2017,19218,13181,6609,-13998,1696,1807,17,31229,30648,3545,2996,38451,13630,15296,95131,22181,,945,,-165,1611,1529,0,2017-12-31,10292,43556,1014,1276,111,-14.19132,95131,27002,37691,57440,22181,13181,-37796
CVS,2016,17397,12164,6937,-12627,3371,3458,17,31042,26250,42,4214,38249,13511,14760,94462,25615,,660,,-305,1549,1485,0,2016-12-31,10175,38983,1061,1874,87,-14.07163,94462,27531,36830,57632,25615,12164,-33483
CVS,2015,15143,11888,6829,,2459,2547,17,29158,23169,1197,4217,38106,13878,14001,92437,26267,,722,,-358,1581,1440,0,2015-12-31,9855,35506,1101,0,88,-13.43143,92437,27464,37196,55241,26267,11888,-28917
CVS,2014,11951,9687,5816,-9943,2481,2515,17,25983,19027,575,4036,28142,9774,11930,74252,11695,,1851,,-217,1531,1510,0,2014-12-31,8843,31849,1140,685,34,0.0368,74252,12955,37958,36294,11695,9687,-24109
CVS,2013,10096,8729,4768,-8793,4089,4177,17,25325,15425,561,3901,26542,9529,11045,71526,12451,,1374,,-149,1421,1515,0,2013-12-31,8615,28493,1180,0,88,1.5822,71526,13402,37938,33588,12841,8729,-20200
CVS,2012,9044,6473,4051,-7674,1375,1380,17,19852,13790,5,3784,26395,9753,10759,65912,9133,,1240,,-181,1501,1280,0,2012-12-31,8632,25049,1231,690,5,1.264,65912,9828,37704,28208,9133,6473,-16301
CVS,2011,4370,6047,3293,-6933,1413,1418,16,18594,11956,56,3853,26458,9869,10046,64543,9208,,1083,3487,-172,1445,1155,0,2011-12-31,8467,22090,1298,750,5,1.3282,64543,10014,38051,26492,9208,6047,-12009
CVS,2010,4026,4925,3070,-5961,1427,1431,16,17706,11070,1105,3655,25669,9784,10695,62169,8652,,655,2569,-143,1058,688,0,2010-12-31,8322,19303,1363,300,4,1.6486,62169,10057,37700,24469,8652,4925,-9086
CVS,2009,3560,5457,3075,-5021,1086,1091,16,17537,12300,2104,3678,25680,10127,10343,61641,8756,,646,3246,-135,1102,374,0,2009-12-31,7923,16355,1391,315,5,-0.028,61641,11175,35768,25873,8756,5457,-7666
CVS,2008,3801,5384,2814,-4167,1352,1352,16,16526,13490,653,3702,25494,10446,9153,60960,7904,,637,3178,-143,1137,368,0,2008-12-31,8125,13098,1439,3044,0,-1.082,60960,11755,34574,26386,8057,5384,-5868
CVS,2007,3593,4580,2484,-3367,1057,1084,16,14149,10766,47,3426,23922,10430,8008,54722,8205,,478,2557,-50,858,368,0,2007-12-29,5853,10287,1436,2085,28,-2.2514,54722,10482,31322,23400,8350,4580,-5922
CVS,2006,2864,2377,,-2694,531,531,9,10392,7001,344,,3195,1318,7109,20570,2750,,375,1950,-73,781,331,0,2006-12-30,5334,7967,826,1843,0,6.2845,20570,5057,9918,10652,2870,2377,-315
CVS,2005,2468,1840,,-2182,513,513,8,8393,4584,342,0,1790,802,5720,15283,1593,,320,1521,-90,774,346,0,2005-12-31,3953,6739,814,253,,6.7776,15283,2189,8331,6952,1594,1840,-357
CVS,2004,2276,1764,,-1769,392,392,4,7920,4859,31,0,1899,868,5454,14547,1925,,309,1667,-56,775,355,0,2005-01-01,3506,5646,802,886,,4.9776,14547,2842,6987,7560,1926,1764,-386
CVS,2003,1666,1350,,-1418,843,843,4,6497,3489,323,42,889,404,4017,10543,752,,287,1500,-37,237,212,0,2004-01-03,2542,4847,791,0,,5.6713,10543,1076,6022,4521,753,1350,-429
CVS,2002,1708,1019,,-1190,700,700,4,5982,3106,32,0,879,351,4014,9645,1075,,249,1361,-45,266,217,0,2002-12-28,2216,4104,786,5,,4.7277,9645,1113,5197,4448,1076,1019,-470
CVS,2001,1536,966,,-971,236,236,4,5454,3066,26,35,827,,3919,8628,809,,333,1268,,150,500,0,2001-12-29,1847,3493,782,236,,4.4488,8628,1073,4567,4061,810,966,-511
CVS,2000,1352,825,,-859,337,337,4,4937,2964,22,28,819,,3558,7950,536,,217,1001,,116,452,0,2000-12-30,1742,3185,785,590,,4.1006,7950,1148,4305,3645,537,825,-405
CVS,1999,1454,699,,-804,230,230,4,4608,2890,17,27,707,,3446,7275,557,,233,967,,120,360,0,2000-01-01,1601,2544,784,451,,3.4401,7275,1027,3680,3596,559,699,-259
CVS,1998,1775,650,492,-689,181,181,4,4349,3183,15,,725,,3190,6736,272,,328,131,-271,167,311,0,1998-12-26,1351,2021,780,771,,2.7,6736,1061,3111,3626,276,650,-260
CVS,1997,1732,452,491,-558,169,169,2,3685,2855,0,,711,,2710,5637,273,,355,166,-292,148,282,0,1997-12-31,958,1551,690,466,0,1.9797,5637,739,2361,3276,273,452,-263
CVS,1996,752,161,336,-312,424,603,1,1973,1182,,21,121,,1031,2832,304,,177,93,-295,81,132,0,1996-12-31,607,1314,426,0,179,1.939,2832,304,1245,1587,304,161,-273
CVS,1995,1134,296,476,-594,130,305,112,2560,1798,14,9,196,,1673,3962,328,,286,122,-310,185,92,0,1995-12-31,1114,1660,420,52,175,2.4214,3962,394,1548,2414,328,296,-305
CVS,1994,661,230,,-705,117,117,111,2650,1643,17,82,448,,2138,4735,331,,0,765,-1,189,110,0,1994-12-31,1527,2494,423,200,0,3.7636,4735,549,2382,2354,331,230,-284
CVS,1993,567,244,,-584,81,81,111,2398,1328,11,83,444,,1859,4272,342,,,660,-329,179,113,0,1993-12-31,1317,2364,421,90,,3.4584,4272,442,2247,2026,342,244,-290
CVS,1992,677,245,,-606,145,145,111,2442,1381,8,,430,,1807,4214,349,,0,696,-336,359,117,0,1992-12-31,1225,2209,419,0,0,3.0883,4214,406,2077,2137,398,245,-313
CVS,1991,684,213,,-570,79,79,111,2370,1330,59,,461,,1875,4085,354,,0,588,-342,246,128,0,1991-12-31,1126,2246,412,0,0,3.0922,4085,477,2090,1995,418,213,-316
CVS,1990,628,149,,-589,111,111,110,2113,1148,5,,418,,1656,3662,359,,39,514,-347,235,141,0,1990-12-31,990,2063,412,0,0,2.6141,3662,433,1852,1810,428,149,-361
CVS,1989,403,126,,-507,369,369,110,1875,855,7,,300,,1288,3032,350,,0,444,-349,168,62,0,1989-12-31,795,1840,411,0,0,2.3382,3032,397,1618,1413,390,126,-357
CVS,1988,413,111,,-458,298,298,109,1694,824,11,,307,,1201,2736,5,,0,400,0,158,43,0,1988-12-31,693,1597,436,0,0,3.211,2736,59,1706,1030,48,111,0
CVS,1987,327,83,,-399,425,425,54,1572,652,6,,145,,1006,2314,12,,0,319,0,144,31,0,1987-12-31,566,1358,435,0,0,3.0184,2314,64,1461,854,58,83,0
CVS,1986,229,79,,-340,327,327,54,1351,535,6,,124,,905,1999,16,,0,300,0,133,13,0,1986-12-31,510,1168,434,0,0,2.6244,1999,71,1265,733,65,79,0
CVS,1985,186,64,,-297,305,305,54,1205,493,27,,127,,808,1807,41,,0,280,0,120,13,0,1985-12-31,462,1015,432,0,0,2.2569,1807,115,1105,702,89,64,0
CVS,1984,178,55,,-276,188,188,53,1017,427,5,,122,,749,1611,65,,0,243,0,110,13,0,1984-12-31,458,874,423,0,0,1.9693,1611,122,958,653,117,55,0
CVS,1983,168,53,,-241,183,183,52,934,441,24,,124,,674,1493,68,,0,249,0,97,13,0,1983-12-31,422,752,420,0,0,1.6762,1493,147,831,661,123,53,0
GIS,2020,3247.7,1615.1,1255.9,-6374.2,1677.8,1677.8,75.5,5121.3,7491.5,2331.5,1947.1,13923.2,7095.8,1426.3,30806.7,10929,566.7,122.4,377.4,-2914.4,1545,153.9,85.20000000000005,2020-05-31,3945.8,15982.1,609.8,279,,-21.25369,30806.7,13539.5,8058.5,22748.2,10929,1700.3,-6433.3
GIS,2019,2854.1,1679.7,960,-6293.3,450,450,75.5,4186.5,7087.1,1396.5,2031,13995.8,7166.8,1559.3,30111.2,11624.8,452.9,58.3,407.8,-2625.4,1448.9,522,250.20000000000005,2019-05-26,3787.2,14996.7,601.9,1468.7,,-23.43928,30111.2,14490,7054.5,23056.7,11624.8,1929.9,-6779
GIS,2018,2746.2,1684.2,1049.1,-5956,399,399,75.5,4123.7,7341.9,1600.1,2003.8,14065,7445.1,1642.2,30624,12668.7,499.6,58.3,396.7,-2431,1341,443.4,174.39999999999986,2018-05-27,4047.2,14459.6,593.1,1549.8,,-25.913,30624,15818.6,6141.1,24482.9,12668.7,1858.6,-7167.5
GIS,2017,2119.8,1430.1,951,-5838.9,766.1,766.1,75.5,4061.4,5330.8,604.7,1719.4,8747.2,4530.4,1483.6,21812.6,7642.9,505.3,49,421.2,-2249.1,1523.1,280.6,163.70000000000005,2017-05-28,3687.7,13138.9,576.9,1234.1,,-15.51343,21812.6,9481.7,4327.9,17484.7,7642.9,1593.8,-7762.9
GIS,2016,2046.5,1360.8,1151,-5759.9,763.7,763.7,75.5,3937.2,5014.7,1103.4,1399.6,8741.2,4538.6,1413.7,21712.3,7057.7,518.9,61.8,444,-2616,2087.6,232.8,159.29999999999995,2016-05-29,3743.6,12616.5,596.8,269.8,,-13.99062,21712.3,8430.9,4930.2,16782.1,7057.7,1520.1,-6326.6
GIS,2015,1684,1386.7,1039,-5807.8,334.2,334.2,75.5,3685.6,4890.1,1000.4,1450.2,8874.9,4677,1540.9,21832,7575.3,530.6,105.7,550.9,-2314.4,1744.8,280.6,148.79999999999995,2015-05-31,3783.3,11990.8,598.7,615.8,,-14.28963,21832,9191.5,4996.7,16835.3,7575.3,1535.5,-6055.6
GIS,2014,1611,1484,1124,-5451,867,867,76,4394,5424,1251,1666,8651,5014,1559,23146,6424,508,142,326,-1343,1643,638,154,2014-05-25,3942,11787,612,1112,,-11.6503,23146,8786,6535,16611,6424,1638,-5219
GIS,2013,1423,1446,1232,-5055,741,741,76,4299,5294,1443,1389,8622,5015,1546,22658,5926,479,204,596,-1588,1953,365,194,2013-05-26,3878,10703,641,600,,-10.8658,22658,7969,6672,15986,5926,1640,-3687
GIS,2012,1149,1324,1072,-4632,471,471,76,3691,3843,741,1171,8183,4705,1479,21097,6162,529,121,355,-1746,2190,336,118,2012-05-27,3653,9959,649,527,,-9.963,21097,7430,6422,14675,6162,1442,-3177
GIS,2011,995,1162,997,-4146,620,620,76,3902,3659,1031,1127,6751,3813,1609,18675,5543,519,216,324,-1013,1733,343,134,2011-05-29,3346,9191,645,311,,-6.5101,18675,6885,6366,12309,5543,1296,-3210
GIS,2010,850,1042,1489,-3822,673,678,76,3480,3769,107,875,6593,3715,1344,17679,5269,398,123,273,-1487,2119,365,166,2010-05-30,3128,8122,657,1050,5,-7.4658,17679,6426,5403,12276,5269,1208,-2615
GIS,2009,803,953,1181,-3586,750,773,38,3535,3606,509,1165,6663,3747,1347,17875,5755,283,103,301,-875,1932,612,161,2009-05-31,3035,7236,656,812,23,-7.9802,17875,7076,5175,12700,5755,1114,-2473
GIS,2008,937,1082,1041,-3363,661,674,38,3620,4856,442,1455,6786,3777,1367,19042,4349,279,95,227,177,1924,1472,209,2008-05-25,3108,6511,675,2209,13,-6.4415,19042,7000,6216,12826,4349,1291,-1658
GIS,2007,778,953,1799,-3082,417,417,50,3054,5845,1734,1433,6835,3694,1174,18184,3218,318,67,280,-120,1230,1269,0,2007-05-27,3014,5745,681,1254,,-7.6505,18184,6206,5319,12865,3218,953,-6198
GIS,2006,1151,1076,1203,-2809,647,647,50,3176,6138,2131,1822,6652,3607,1055,18207,2415,,182,150,-167,924,1775,0,2006-05-28,2997,5107,712,1503,,-6.302,18207,6049,5772,12435,2415,1076,-5163
GIS,2005,1136,1034,,-2461,573,573,5741,3055,4184,1638,1851,6684,3636,1037,18066,4255,255,208,1111,-106,967,1429,0,2005-05-29,3007,4501,738,299,,-6.2927,18066,6192,5676,12390,4255,1034,-4460
GIS,2004,1145,1010,,-2208,751,751,5680,3215,2757,233,1773,6684,3641,1063,18448,7410,452,169,796,-233,961,1345,0,2004-05-30,3111,3722,758,583,,-6.6979,18448,8226,5248,13200,7410,1010,-3921
GIS,2003,1303,980,,-1949,703,703,5684,3179,3444,105,1661,6650,3622,1082,18227,7516,522,230,800,-385,1131,1274,0,2003-05-25,2980,3079,740,1236,,-8.2392,18227,8857,4175,14052,7516,980,-4203
GIS,2002,1217,1010,,-1854,975,975,5733,3437,5747,248,407,8473,90,1055,16540,5591,480,241,682,-433,1066,1296,0,2002-05-26,2764,2568,734,3600,,-6.7943,16540,9439,3576,12964,5591,1010,-4292
GIS,2001,619,664,253,-1678,64,64,745,1408,2209,349,423,804,66,519,5091,2221,401,62,130,-146,186,911,0,2001-05-27,1501,2468,570,858,,-1.4351,5091,3428,52,5039,2221,664,-3014
GIS,2000,642,501,247,-1544,26,26,681,1190,2529,414,387,,870,511,4574,1760,344,66,141,-148,186,764,0,2000-05-28,1405,2114,571,1086,,-2.0298,4574,3260,-289,4863,1760,501,-2935
GIS,1999,647,491,274,-1424,4,4,658,1103,1700,91,400,,722,427,4141,1702,325,98,164,-126,174,696,0,1999-05-30,1295,1827,608,524,,-0.9178,4141,2317,164,3977,1702,491,-2195
GIS,1998,593,395,278,-1303,6,6,620,1035,1444,153,414,,630,390,3861,1640,344,137,155,-117,173,665,0,1998-05-31,1186,1623,619,264,,-0.7108,3861,2058,190,3671,1640,395,-1936
GIS,1997,600,419,226,-1292,13,13,578,1011,1293,139,416,,655,364,3902,1530,380,108,123,-117,169,577,0,1997-05-25,1279,1535,640,204,,-0.2516,3902,1874,495,3408,1530,419,-1502
GIS,1996,591,338,249,-1196,21,21,384,995,1192,75,408,,110,396,3295,1221,385,109,135,-118,167,492,0,1996-05-26,1312,1409,636,142,,0.3097,3295,1438,308,2987,1221,338,-1367
GIS,1995,494,277,227,-1155,13,13,380,897,1221,94,418,,120,372,3358,1401,429,154,293,-100,178,455,0,1995-05-28,1457,1233,632,113,,0.0332,3358,1608,141,3217,1401,277,-1372
GIS,1994,650,310,344,-1597,0,0,251,1129,1832,115,487,,0,488,5198,1417,0,220,289,-223,311,977,0,1994-05-29,3093,2458,634,433,,1.8155,5198,1966,1151,4047,1417,310,-1334
GIS,1993,617,287,299,-1380,100,100,359,1077,1559,64,458,,0,439,4651,1268,0,142,239,-228,148,714,0,1993-05-30,2860,2285,642,340,,1.8988,4651,1672,1219,3432,1268,287,-1196
GIS,1992,633,292,293,-1261,1,1,344,1035,1372,33,435,,0,487,4305,921,0,149,244,-219,207,622,0,1992-05-31,2649,2049,662,169,,2.071,4305,1122,1371,2934,921,292,-803
GIS,1991,579,306,314,-1096,40,40,320,1082,1272,129,455,,0,494,3902,879,0,144,227,-225,182,578,0,1991-05-26,2241,1796,660,23,,1.6879,3902,1031,1114,2788,879,306,-777
GIS,1990,518,259,265,-949,1,71,297,910,1173,80,428,,0,394,3290,689,0,111,207,-205,191,445,0,1990-05-27,1935,1531,653,103,70,1.2404,3290,872,810,2480,689,259,-813
GIS,1989,437,255,273,-816,11,11,222,841,1038,7,399,,0,370,2888,536,0,137,194,-36,182,459,0,1989-05-28,1588,1328,645,127,,1.1349,2888,670,732,2156,536,255,-782
GIS,1988,461,230,185,-763,15,15,223,986,1191,2,,,,424,2672,362,,257,174,-35,471,310,0,1988-05-29,1376,1068,670,370,,0.9687,2672,733,649,2023,362,230,-608
GIS,1987,434,237,222,-690,180,180,221,866,923,94,,,,389,2280,286,,,171,-35,342,165,0,1987-05-31,1250,924,706,2,,1.034,2280,382,730,1550,286,237,-379
GIS,1986,382,220,198,-626,190,190,216,812,773,11,0,,0,351,2086,458,0,0,177,-32,173,189,0,1986-05-25,1085,813,717,5,,0.9526,2086,474,683,1404,458,220,-314
GIS,1985,361,285,93,-530,67,67,214,1287,1057,59,,,,378,2663,450,,518,164,-58,133,420,0,1985-05-26,956,1202,711,380,,1.4388,2663,889,1023,1639,450,285,-334
GIS,1984,478,551,193,-600,66,66,215,1390,1145,60,0,,0,662,2858,363,0,18,163,-74,126,239,0,1984-05-27,1229,1375,724,251,,1.692,2858,674,1225,1634,363,551,-292
JJSF,2019,72.029,140.938,39.419,-423.276,192.395,243.486,45.744,506.357,121.234,0.339,61.92,102.511,54.922,116.165,1019.339,,99.263,,9.447,-12.988,1.716,2.838,0,2019-09-28,253.448,800.995,18.895,0,51.091,35.79349,1019.339,1.057,833.751,185.588,0.718,140.938,
JJSF,2018,69.592,132.342,39.545,-454.844,111.479,132.527,27.34,382.797,117.899,0.324,52.322,102.511,57.762,112.884,932.013,,143.508,,8.438,-12.079,1.948,2.762,0,2018-09-29,242.673,743.745,18.754,0,21.048,31.93015,932.013,1.077,759.091,172.922,0.753,132.342,
JJSF,2017,72.729,124.553,38.137,-426.308,90.962,150.075,17.382,381.832,119.044,0.34,62.705,102.511,61.272,103.268,867.228,,91.168,,7.838,-9.341,2.253,2.864,0,2017-09-30,227.581,673.815,18.663,0,59.113,27.78433,867.228,1.244,682.322,184.906,0.904,124.553,
JJSF,2016,62.026,98.325,32.62,-420.832,140.652,154.191,25.332,355.104,102.291,0.365,48.186,86.442,41.819,88.684,790.487,,120.197,,7.28,-13.086,0.801,2.712,0,2016-09-24,184.213,626.057,18.668,0,13.539,27.3041,790.487,1.6,637.974,152.513,1.235,98.325,
JJSF,2015,59.206,102.649,30.914,-399.621,133.689,133.689,31.653,325.552,97.116,0.273,40.523,86.442,45.819,82.657,739.669,,106.298,,6.723,-10.021,0.915,3.504,0,2015-09-26,172.054,579.163,18.676,0,0,25.04059,739.669,1.469,599.919,139.75,1.196,102.649,
JJSF,2014,60,100,29.9,-380.6,91.8,91.8,32.6,275.6,96,0.1,44.8,86.4,51,76.1,704.8,,130.1,4.1,6,-6,1.1,4.1,0,2014-09-27,157.5,535.9,18.7,0,0,22.7326,704.8,0.5,562.5,142.3,0.4,100,
JJSF,2013,50.9,87.5,27.4,-363.3,97.3,97.6,34.5,264.7,83.2,0.2,45.2,76.9,44,71.8,645.7,,109.7,4.5,4.7,-5.9,0.5,3.2,0,2013-09-28,147.2,488,18.7,0,0.3,21.1604,645.7,0.3,516.6,129.1,0.1,87.5,
JJSF,2012,52.8,76.4,25,-342.3,154.2,155.4,43,308.1,81.5,0.3,44.9,76.9,48.5,69.8,603,,25,4.3,3.4,-3.1,0.8,3.1,0,2012-09-29,141.5,435.6,18.8,0,1.2,18.6223,603,0.7,475.5,127.6,0.3,76.4,
